RECTYPE,LEA,URN,SCHNAME,PCODE,TPUP,KS2APS,TPRIORLO,TPRIORAV,TPRIORHI,TFSMCLA,PTFSMCLA,TNOTFSMCLA,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ,PT24ENGPRGLO_PTQ,PT24ENGPRGAV_PTQ,PT24ENGPRGHI_PTQ,PT24MATHPRGLO_PTQ,PT24MATHPRGAV_PTQ,PT24MATHPRGHI_PTQ,PTAC5EM_PTQ,PTAC5EMLO_PTQ,PTAC5EMAV_PTQ,PTAC5EMHI_PTQ,TEBACC_E_PTQ,PTEBACC_PTQ,PTEBACENG_PTQ,PTEBACMAT_PTQ,B8VAMEA_PTQ,B8VAMEA_LO_PTQ,B8VAMEA_AV_PTQ,B8VAMEA_HI_PTQ,TAC5EMFSM_PTQ,PTAC5EMFSM_PTQ,TAC5EMNFSM_PTQ,PTAC5EMNFSM_PTQ,TEBACC_ELO_PTQ,TEBACC_EAV_PTQ,TEBACC_EHI_PTQ,PTEBACC_EFSM_PTQ,PTEBACC_ENFSM_PTQ,PTEBACCLO_PTQ,PTEBACCAV_PTQ,PTEBACCHI_PTQ,PTEBACC_FSM_PTQ,PTEBACC_NFSM_PTQ,B8VAMEA_FSM_PTQ,B8VAMEA_NFSM_PTQ,TTAPSPEPP_PTQ,TrustSchoolFlag (name),Trusts (name),TypeOfEstablishment (name),LEA_NAME,REGION,PTAC5EM_PTQ_weighted,PTAC5EMFSM_PTQ_weighted,PTAC5EMNFSM_PTQ_weighted,PTAC5EMLO_PTQ_weighted,PTAC5EMAV_PTQ_weighted,PTAC5EMHI_PTQ_weighted,PTEBACMAT_PTQ_weighted,PTEBACENG_PTQ_weighted,PTEBACC_PTQ_weighted,PTEBACC_FSM_PTQ_weighted,PTEBACC_NFSM_PTQ_weighted,PTEBACCLO_PTQ_weighted,PTEBACCAV_PTQ_weighted,PTEBACCHI_PTQ_weighted,PT24ENGPRG_PTQ_weighted,PT24ENGPRGLO_PTQ_weighted,PT24ENGPRGAV_PTQ_weighted,PT24ENGPRGHI_PTQ_weighted,PT24MATHPRG_PTQ_weighted,PT24MATHPRGLO_PTQ_weighted,PT24MATHPRGAV_PTQ_weighted,PT24MATHPRGHI_PTQ_weighted,B8VAMEA_PTQ_weighted,B8VAMEA_FSM_PTQ_weighted,B8VAMEA_NFSM_PTQ_weighted,B8VAMEA_LO_PTQ_weighted,B8VAMEA_AV_PTQ_weighted,B8VAMEA_HI_PTQ_weighted,KS2APS_weighted,PTFSMCLA_weighted,TTAPSPEPP_PTQ_weighted,EstablishmentGroup
SCH,878.0,136646.0,Queen Elizabeth's,EX17 3LU,221.0,28.3,20.0,113.0,78.0,29.0,13.0,192.0,76.0,73.0,65.0,72.0,85.0,50.0,64.0,92.0,64.0,25.0,50.0,95.0,143.0,33.0,80.0,75.0,1007.3,1029.0,1006.5,1003.0,11.0,38.0,131.0,68.0,2.0,64.0,71.0,52.0,67.0,5.0,16.0,64.0,7.0,37.0,976.1,1012.1,40.1,Linked to a trust/single academy trust,QE Academy Trust,Academy Converter,Devon,South West,142.0,11.0,131.0,5.0,56.5,74.10000000000001,165.75,176.8,47.190000000000005,1.0556,47.5968,0.1,10.24,45.44,167.96,13.0,81.36,66.3,161.32999999999998,10.0,72.32000000000001,71.76,222613.3,28306.9,194323.2,20580.0,113734.5,78234.0,6254.3,29.0,8862.1,Academies
SCH,878.0,139816.0,Route 39 Academy,EX39 5SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,Route 39 Academy Trust Limited,Free Schools,Devon,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,878.0,113507.0,St James School,EX4 8NN,123.0,26.3,33.0,64.0,23.0,42.0,34.0,81.0,81.0,84.0,64.0,89.0,83.0,58.0,92.0,100.0,64.0,18.0,75.0,100.0,69.0,15.0,76.0,80.0,1038.2,1079.6,1026.8,1010.7,20.0,48.0,59.0,73.0,3.0,41.0,23.0,38.0,65.0,0.0,11.0,52.0,7.0,20.0,1040.4,1037.1,38.9,Linked to a trust/single academy trust,The Ted Wragg Trust,Foundation School,Devon,South West,79.0,20.0,59.0,5.9399999999999995,48.0,23.0,98.4,93.48,10.35,1.1172000000000002,10.530000000000001,0.0,4.51,11.96,99.63000000000001,21.12,56.96,19.090000000000003,103.32,19.139999999999997,58.88,23.0,127698.6,43696.8,84005.09999999999,35626.799999999996,65715.2,23246.100000000002,3234.9,42.0,4784.7,LA maintained schools
SCH,878.0,113550.0,St Luke's Science and Sports College,EX1 3RD,191.0,27.3,34.0,109.0,45.0,60.0,31.0,131.0,77.0,52.0,56.0,79.0,87.0,18.0,50.0,80.0,48.0,3.0,43.0,96.0,62.0,20.0,77.0,52.0,1001.1,1006.7,1005.3,986.6,22.0,37.0,69.0,53.0,1.0,33.0,28.0,18.0,39.0,3.0,12.0,56.0,10.0,25.0,991.2,1005.7,38.2,Not applicable,,Voluntary Controlled School,Devon,South West,91.0,22.0,69.0,1.02,46.87,43.199999999999996,99.32000000000001,147.07,12.4,1.0799999999999998,12.7725,0.03,3.96,15.680000000000001,147.07,19.040000000000003,86.11,39.15,99.32000000000001,6.12,54.5,36.0,191210.1,59472.0,131746.7,34227.8,109577.7,44397.0,5214.3,60.0,7296.200000000001,LA maintained schools
SCH,878.0,113553.0,St Peter's Church of England Aided School,EX2 5AP,248.0,28.5,25.0,126.0,89.0,32.0,13.0,216.0,82.0,79.0,68.0,81.0,87.0,36.0,77.0,92.0,69.0,4.0,63.0,98.0,133.0,33.0,84.0,80.0,1010.5,990.2,1017.7,1006.0,13.0,41.0,159.0,74.0,0.0,69.0,60.0,25.0,58.0,0.0,24.0,58.0,6.0,38.0,995.6,1012.7,40.5,Not applicable,,Voluntary Aided School,Devon,South West,172.0,13.0,159.0,1.0,79.38,87.22,198.4,208.32,43.89,0.48,47.606399999999994,0.0,16.56,34.8,203.36,17.0,102.06,77.42999999999999,195.92000000000002,9.0,97.02,81.88000000000001,250604.0,31859.2,218743.2,24755.0,128230.20000000001,89534.0,7068.0,32.0,10044.0,LA maintained schools
SCH,878.0,113503.0,Sidmouth College,EX10 9LG,144.0,28.3,14.0,75.0,51.0,29.0,20.0,115.0,72.0,70.0,43.0,73.0,78.0,21.0,72.0,80.0,55.0,0.0,45.0,86.0,34.0,17.0,73.0,71.0,986.5,958.4,998.4,976.7,10.0,34.0,69.0,60.0,0.0,11.0,23.0,3.0,29.0,0.0,7.0,37.0,0.0,21.0,963.5,992.5,39.5,Not applicable,,Community School,Devon,South West,79.0,10.0,69.0,0.0,33.75,43.86,102.24,105.12,5.78,0.0,7.003499999999999,0.0,0.77,8.51,103.67999999999999,6.02,54.75,39.78,100.80000000000001,2.94,54.0,40.800000000000004,142056.0,27941.5,114137.5,13417.6,74880.0,49811.700000000004,4075.2000000000003,29.0,5688.0,LA maintained schools
SCH,878.0,136569.0,South Dartmoor Community College,TQ13 7EW,271.0,28.0,32.0,149.0,77.0,45.0,17.0,226.0,68.0,76.0,56.0,61.0,86.0,47.0,77.0,84.0,58.0,6.0,52.0,92.0,115.0,25.0,64.0,78.0,1003.6,1004.6,1009.2,992.4,20.0,44.0,138.0,61.0,0.0,57.0,52.0,29.0,45.0,0.0,16.0,53.0,13.0,27.0,974.4,1009.5,41.2,Linked to a multi-academy trust,South Dartmoor Academy,Academy Converter,Devon,South West,158.0,20.0,138.0,1.92,77.48,70.84,211.38,173.44,28.75,1.6965,27.459000000000003,0.0,9.120000000000001,27.560000000000002,184.28,17.92,90.89,66.22,205.96,15.040000000000001,114.73,64.67999999999999,271975.60000000003,43848.0,228147.0,32147.2,150370.80000000002,76414.8,7588.0,45.0,11165.2,Academies
SCH,878.0,113512.0,South Molton Community College,EX36 4LA,89.0,28.0,11.0,52.0,26.0,26.0,29.0,63.0,76.0,63.0,45.0,75.0,92.0,36.0,60.0,81.0,56.0,9.0,46.0,96.0,49.0,25.0,71.0,65.0,996.6,1012.4,993.2,996.7,10.0,38.0,40.0,63.0,2.0,27.0,20.0,31.0,65.0,0.0,15.0,54.0,15.0,29.0,977.0,1004.7,39.1,Linked to a trust/single academy trust,South Molton Co-operative Learning Trust,Foundation School,Devon,South West,50.0,10.0,40.0,0.99,23.92,24.96,57.85,63.19,12.25,1.209,11.8755,0.0,4.05,10.8,67.64,4.95,39.0,23.92,56.07,3.96,31.2,21.060000000000002,88697.40000000001,25402.0,63296.100000000006,11136.4,51646.4,25914.2,2492.0,26.0,3479.9,LA maintained schools
SCH,878.0,139661.0,Steiner Academy Exeter,EX4 2EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,Steiner Academy Exeter,Free Schools,Devon,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,878.0,113539.0,Tavistock College,PL19 8DD,252.0,27.4,38.0,151.0,59.0,50.0,20.0,202.0,77.0,54.0,55.0,81.0,78.0,16.0,54.0,78.0,53.0,8.0,51.0,85.0,148.0,31.0,73.0,61.0,1009.5,1010.0,1013.1,1000.1,19.0,38.0,114.0,56.0,2.0,90.0,53.0,44.0,62.0,5.0,25.0,63.0,18.0,34.0,970.5,1019.1,38.6,-,,Foundation School,Devon,South West,133.0,19.0,114.0,3.04,77.01,50.15,153.72,183.96,45.88,3.96,42.5816,0.1,22.5,33.39,194.04,20.900000000000002,122.31,46.02,136.08,6.08,81.54,46.02,254394.0,48525.0,205858.2,38380.0,152978.1,59005.9,6904.799999999999,50.0,9727.2,LA maintained schools
SCH,878.0,136494.0,Teign School,TQ12 3JG,228.0,27.9,32.0,116.0,73.0,32.0,14.0,196.0,63.0,57.0,25.0,59.0,84.0,6.0,53.0,88.0,52.0,0.0,41.0,96.0,122.0,29.0,66.0,59.0,1001.8,971.0,1002.6,1014.0,8.0,25.0,111.0,57.0,1.0,62.0,56.0,28.0,58.0,0.0,19.0,59.0,13.0,32.0,958.5,1008.9,40.0,Linked to a multi-academy trust,Templer Academy Schools Trust,Academy Converter,Devon,South West,119.0,8.0,111.0,0.0,47.56,70.08,134.51999999999998,150.48000000000002,35.379999999999995,1.1648,36.3776,0.0,11.78,33.04,143.64000000000001,8.0,68.44,61.32,129.96,1.92,61.480000000000004,64.24,228410.4,30672.0,197744.4,31072.0,116301.6,74022.0,6361.2,32.0,9120.0,Academies
SCH,878.0,136495.0,"Teignmouth Community School, Exeter Road",TQ14 9HZ,169.0,27.7,26.0,93.0,45.0,46.0,27.0,123.0,77.0,70.0,58.0,75.0,91.0,15.0,77.0,84.0,58.0,0.0,61.0,87.0,65.0,24.0,70.0,72.0,1007.4,1050.9,999.1,999.6,17.0,37.0,81.0,66.0,1.0,29.0,33.0,15.0,47.0,0.0,15.0,56.0,9.0,30.0,989.3,1014.3,38.5,Linked to a multi-academy trust,Teignmouth Learning Trust,Academy Converter,Devon,South West,98.0,17.0,81.0,0.0,56.73,39.15,121.67999999999999,118.30000000000001,15.6,0.6209999999999999,17.343,0.0,4.35,18.48,130.13,15.079999999999998,69.75,40.95,118.30000000000001,3.9,71.61,37.8,170250.6,45507.799999999996,124758.9,27323.4,92916.3,44982.0,4681.3,46.0,6506.5,Academies
SCH,878.0,113548.0,Tiverton High School,EX16 6SQ,263.0,27.2,46.0,148.0,62.0,66.0,25.0,197.0,70.0,65.0,47.0,66.0,94.0,27.0,66.0,92.0,53.0,7.0,49.0,97.0,55.0,8.0,63.0,65.0,1010.6,1026.6,1004.5,1013.2,22.0,33.0,118.0,60.0,3.0,16.0,34.0,12.0,24.0,0.0,1.0,29.0,2.0,11.0,992.6,1016.5,37.1,-,,Foundation School,Devon,South West,140.0,22.0,118.0,3.22,72.52,60.14,170.95000000000002,165.69,4.4,0.1584,5.2008,0.0,0.16,9.86,184.10000000000002,21.62,97.68,58.28,170.95000000000002,12.420000000000002,97.68,57.04,265787.8,65511.6,200250.5,47223.6,148666.0,62818.4,7153.599999999999,66.0,9757.300000000001,LA maintained schools
SCH,878.0,136287.0,Uffculme School,EX15 3AG,187.0,28.1,24.0,91.0,66.0,19.0,10.0,168.0,91.0,88.0,75.0,95.0,94.0,58.0,89.0,98.0,81.0,21.0,86.0,100.0,39.0,18.0,87.0,87.0,1052.3,1049.2,1061.8,1040.4,13.0,68.0,139.0,83.0,1.0,14.0,23.0,16.0,21.0,4.0,10.0,35.0,16.0,18.0,1053.5,1052.2,44.7,Linked to a multi-academy trust,Uffculme Academy Trust,Academy Converter,Devon,South West,152.0,13.0,139.0,5.04,78.26,66.0,162.69,162.69,7.02,0.4864,6.3504,0.04,1.4000000000000001,8.05,170.17000000000002,18.0,86.45,62.040000000000006,164.56,13.919999999999998,80.99,64.67999999999999,196780.1,20016.5,176769.6,25180.800000000003,96623.8,68666.40000000001,5254.7,19.0,8358.9,Academies
SCH,878.0,113505.0,West Exe School,EX2 9JU,249.0,27.5,38.0,142.0,66.0,65.0,26.0,184.0,68.0,53.0,42.0,67.0,85.0,18.0,59.0,59.0,44.0,0.0,37.0,82.0,93.0,16.0,63.0,60.0,973.4,959.5,973.0,982.1,18.0,28.0,91.0,49.0,1.0,40.0,50.0,12.0,46.0,0.0,7.0,44.0,2.0,21.0,938.1,985.9,38.0,Linked to a trust/single academy trust,Exeter Learning Trust,Foundation School,Devon,South West,109.0,18.0,91.0,0.0,52.54,54.120000000000005,149.4,156.87,14.88,0.156,17.7744,0.0,2.8000000000000003,22.0,169.32000000000002,15.959999999999999,95.14,56.1,131.97,6.84,83.78,38.94,242376.6,60976.5,181405.6,36461.0,138166.0,64818.6,6847.5,65.0,9462.0,LA maintained schools
LA,878.0,,,,7259.0,27.6,1037.0,3836.0,2143.0,1471.0,20.3,5788.0,72.0,65.8,45.5,71.2,85.7,25.5,65.8,84.8,56.7,5.3,51.0,92.0,3002.0,24.1,69.9,68.4,,,,,500.0,34.0,3614.0,62.4,36.0,1375.0,1488.0,22.2,46.2,0.6,13.1,54.5,8.8,27.9,,,39.2,,,,Devon,South West,4114.0,500.0,3614.0,54.961,1956.3600000000001,1971.5600000000002,4965.156,5074.041,723.4820000000001,28.737456000000005,746.0616239999999,0.216,180.125,810.96,5226.48,471.83500000000004,2731.2320000000004,1836.5510000000002,4776.4220000000005,264.435,2524.088,1817.264,,,,,,,200348.40000000002,1471.0,284552.80000000005,
SCH,879.0,136142.0,The All Saints Church of England Academy,PL5 3NE,155.0,25.9,48.0,79.0,26.0,77.0,50.0,78.0,61.0,52.0,45.0,71.0,62.0,31.0,54.0,81.0,37.0,4.0,41.0,85.0,19.0,5.0,59.0,48.0,967.1,967.5,966.9,967.1,20.0,26.0,38.0,49.0,1.0,10.0,8.0,10.0,14.0,0.0,5.0,15.0,1.0,9.0,956.2,977.9,36.3,Linked to a trust/single academy trust,"ALL SAINTS CHURCH OF ENGLAND ACADEMY, PLYMOUTH",Academy Sponsor Led,Plymouth,South West,58.0,20.0,38.0,1.92,32.39,22.099999999999998,74.39999999999999,91.44999999999999,0.9500000000000001,0.077,0.9828000000000001,0.0,0.5,1.2,94.55,21.6,56.089999999999996,16.12,80.60000000000001,14.879999999999999,42.660000000000004,21.060000000000002,149900.5,73627.40000000001,76276.2,46440.0,76385.09999999999,25144.600000000002,4014.5,77.0,5626.5,Academies
SCH,879.0,136558.0,Coombe Dean School,PL9 8ES,178.0,27.9,18.0,102.0,52.0,32.0,18.0,146.0,84.0,75.0,39.0,87.0,92.0,50.0,74.0,87.0,62.0,6.0,59.0,94.0,29.0,12.0,85.0,71.0,1012.5,1024.0,1017.2,999.1,11.0,34.0,100.0,68.0,0.0,5.0,24.0,6.0,18.0,0.0,4.0,33.0,3.0,14.0,991.6,1017.1,41.0,Linked to a trust/single academy trust,Coombe Dean School Academy Trust,Academy Converter,Plymouth,South West,111.0,11.0,100.0,1.08,60.18,48.88,126.38,151.29999999999998,3.48,0.0576,3.6792,0.0,0.2,7.92,149.51999999999998,7.0200000000000005,88.74,47.84,133.5,9.0,75.48,45.24,180225.0,31731.2,148496.6,18432.0,103754.40000000001,51953.200000000004,4966.2,32.0,7298.0,Academies
SCH,879.0,136496.0,Devonport High School for Boys,PL1 5QP,169.0,32.1,0.0,7.0,156.0,12.0,7.0,157.0,89.0,94.0,,100.0,88.0,,86.0,94.0,95.0,,86.0,95.0,127.0,60.0,95.0,99.0,1001.7,,1041.4,999.9,12.0,100.0,148.0,94.0,,4.0,118.0,50.0,77.0,,43.0,60.0,42.0,62.0,988.6,1002.7,47.2,Linked to a trust/single academy trust,Devonport High School for Boys Academy Trust,Academy Converter,Plymouth,South West,160.0,12.0,148.0,,6.02,148.20000000000002,167.31,160.55,76.2,2.52,74.9518,,1.72,70.8,150.41,,7.0,137.28,158.86,,6.02,146.64000000000001,169287.30000000002,11863.2,157423.9,,7289.800000000001,155984.4,5424.900000000001,12.0,7976.8,Academies
SCH,879.0,136588.0,Devonport High School for Girls,PL2 3DL,120.0,32.3,0.0,6.0,107.0,8.0,7.0,112.0,98.0,97.0,,83.0,99.0,,100.0,97.0,99.0,,100.0,99.0,114.0,89.0,99.0,100.0,1019.1,,1026.7,1018.7,8.0,100.0,111.0,99.0,,4.0,103.0,88.0,96.0,,67.0,91.0,75.0,90.0,1007.1,1020.0,50.2,Linked to a trust/single academy trust,Devonport High School for Girls,Academy Converter,Plymouth,South West,119.0,8.0,111.0,,6.0,105.92999999999999,120.0,118.8,101.46000000000001,5.28,96.768,,2.68,93.73,117.6,,4.98,105.92999999999999,116.39999999999999,,6.0,103.78999999999999,122292.0,8056.8,114240.0,,6160.200000000001,109000.90000000001,3875.9999999999995,8.0,6024.0,Academies
SCH,879.0,140104.0,Eggbuckland Community College,PL6 5YB,208.0,27.9,21.0,135.0,51.0,44.0,21.0,164.0,86.0,50.0,76.0,87.0,88.0,14.0,46.0,73.0,50.0,0.0,45.0,80.0,31.0,12.0,76.0,57.0,972.5,949.1,974.1,978.0,19.0,43.0,84.0,51.0,0.0,13.0,18.0,5.0,18.0,0.0,6.0,33.0,5.0,14.0,959.0,976.2,39.3,Linked to a multi-academy trust,Eggbuckland Community College Academy Trust,Academy Converter,Plymouth,South West,103.0,19.0,84.0,0.0,60.75,40.800000000000004,118.56000000000002,158.08,3.7199999999999998,0.11000000000000001,4.1328000000000005,0.0,0.78,5.94,178.88,15.96,117.45,44.88,104.0,2.9400000000000004,62.1,37.23,202280.0,42196.0,160096.80000000002,19931.100000000002,131503.5,49878.0,5803.2,44.0,8174.4,Academies
SCH,879.0,136557.0,Hele's Trust,PL7 4LT,206.0,28.8,14.0,103.0,84.0,29.0,14.0,177.0,48.0,72.0,50.0,38.0,60.0,29.0,72.0,80.0,47.0,0.0,29.0,75.0,119.0,29.0,53.0,75.0,983.9,976.5,987.8,980.4,9.0,31.0,87.0,49.0,1.0,48.0,67.0,38.0,61.0,0.0,10.0,57.0,17.0,31.0,950.8,989.3,40.0,Linked to a trust/single academy trust,Hele's Trust,Academy Converter,Plymouth,South West,96.0,9.0,87.0,0.0,29.869999999999997,63.0,154.5,109.18,34.51,1.8734,33.4707,0.0,4.800000000000001,38.190000000000005,98.88,7.0,39.14,50.4,148.32,4.06,74.16,67.2,202683.4,27573.199999999997,175106.1,13671.0,101743.4,82353.59999999999,5932.8,29.0,8240.0,Academies
SCH,879.0,136668.0,Lipson Co-operative Academy,PL4 7PG,181.0,27.1,26.0,95.0,40.0,63.0,35.0,118.0,64.0,56.0,65.0,57.0,83.0,31.0,53.0,80.0,45.0,8.0,40.0,93.0,90.0,23.0,59.0,54.0,1006.1,1060.4,996.5,993.4,27.0,43.0,55.0,47.0,0.0,48.0,38.0,41.0,54.0,0.0,13.0,73.0,17.0,26.0,992.4,1014.2,37.5,Linked to a trust/single academy trust,Lipson Co-operative Academy Trust,Academy Converter,Plymouth,South West,82.0,27.0,55.0,2.08,38.0,37.2,97.74000000000001,106.78999999999999,20.7,4.391100000000001,16.567200000000003,0.0,6.24,27.74,115.84,16.900000000000002,54.150000000000006,33.2,101.36000000000001,8.06,50.35,32.0,182104.1,62521.2,119675.6,27570.4,94667.5,39736.0,4905.1,63.0,6787.5,Academies
SCH,879.0,136166.0,Marine Academy Plymouth,PL5 2AF,151.0,26.3,36.0,85.0,28.0,81.0,54.0,70.0,63.0,46.0,64.0,61.0,71.0,11.0,55.0,64.0,28.0,0.0,26.0,75.0,38.0,2.0,55.0,52.0,943.9,954.5,939.6,943.3,17.0,21.0,26.0,37.0,1.0,19.0,18.0,20.0,31.0,0.0,0.0,11.0,2.0,1.0,934.0,955.4,34.4,Linked to a multi-academy trust,Marine Academy Plymouth,Academy Sponsor Led,Plymouth,South West,43.0,17.0,26.0,0.0,22.1,21.0,78.52,83.05000000000001,0.76,0.324,0.217,0.0,0.0,1.98,95.13,23.04,51.85,19.88,69.46000000000001,3.96,46.75000000000001,17.92,142528.9,75654.0,66878.0,34362.0,79866.0,26412.399999999998,3971.3,81.0,5194.4,Academies
SCH,879.0,113552.0,Notre Dame RC School,PL6 5HN,129.0,27.5,18.0,76.0,32.0,22.0,17.0,107.0,75.0,75.0,50.0,74.0,91.0,22.0,83.0,88.0,67.0,6.0,68.0,100.0,29.0,12.0,77.0,74.0,1020.4,988.6,1028.8,1018.2,14.0,64.0,72.0,67.0,1.0,13.0,15.0,18.0,23.0,0.0,4.0,41.0,9.0,13.0,994.5,1025.8,40.7,Not applicable,,Voluntary Aided School,Plymouth,South West,86.0,14.0,72.0,1.08,51.68000000000001,32.0,95.46,99.33,3.48,0.3564,3.1993,0.0,0.52,6.15,96.75,9.0,56.24,29.12,96.75,3.96,63.080000000000005,28.16,131631.6,21879.0,109760.59999999999,17794.8,78188.8,32582.4,3547.5,22.0,5250.3,LA maintained schools
SCH,879.0,113532.0,Plymouth High School for Girls,PL4 6HT,116.0,31.6,0.0,16.0,99.0,5.0,4.0,111.0,87.0,94.0,,94.0,86.0,,94.0,94.0,97.0,,94.0,97.0,83.0,65.0,97.0,98.0,1017.6,,1053.7,1011.6,,,,,,7.0,75.0,,,,44.0,68.0,,,,,47.2,Not applicable,,Community School,Plymouth,South West,,,,,15.040000000000001,96.03,113.67999999999999,112.52,53.95,,,,3.08,51.00000000000001,100.92,,15.040000000000001,85.14,109.04,,15.040000000000001,93.06,118041.6,,,,16859.2,100148.40000000001,3665.6000000000004,5.0,5475.200000000001,LA maintained schools
SCH,879.0,139923.0,Plymouth School of Creative Arts,PL1 3DN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,Plymouth School of Creative Arts,Free Schools,Plymouth,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,879.0,136568.0,Plymstock School,PL9 9AZ,259.0,28.1,28.0,139.0,90.0,32.0,12.0,227.0,80.0,66.0,82.0,76.0,86.0,21.0,63.0,83.0,59.0,0.0,49.0,93.0,183.0,34.0,73.0,66.0,1012.6,1033.8,1010.0,1010.0,6.0,19.0,146.0,64.0,0.0,95.0,88.0,47.0,74.0,0.0,17.0,72.0,9.0,38.0,989.6,1015.8,40.2,Linked to a trust/single academy trust,Plymstock School,Academy Converter,Plymouth,South West,152.0,6.0,146.0,0.0,68.11,83.7,170.94,189.07,62.220000000000006,1.3536000000000001,63.8324,0.0,16.150000000000002,63.36,207.20000000000002,22.96,105.64,77.4,170.94,5.88,87.57000000000001,74.7,262263.4,31667.2,230586.59999999998,28946.399999999998,140390.0,90900.0,7277.900000000001,32.0,10411.800000000001,Academies
SCH,879.0,136556.0,Ridgeway School,PL7 2RS,172.0,28.1,21.0,91.0,57.0,34.0,20.0,138.0,50.0,70.0,43.0,40.0,68.0,33.0,68.0,86.0,45.0,0.0,33.0,81.0,48.0,20.0,48.0,72.0,957.6,945.3,951.5,971.9,10.0,29.0,67.0,49.0,0.0,18.0,29.0,18.0,30.0,0.0,9.0,46.0,12.0,22.0,920.2,966.7,39.9,Linked to a trust/single academy trust,Ridgeway School,Academy Converter,Plymouth,South West,77.0,10.0,67.0,0.0,30.03,46.17,123.83999999999999,82.56,9.600000000000001,0.7343999999999999,9.108,0.0,1.6199999999999999,13.34,86.0,9.03,36.4,38.760000000000005,120.4,6.930000000000001,61.88,49.019999999999996,164707.2,31286.800000000003,133404.6,19851.3,86586.5,55398.299999999996,4833.2,34.0,6862.8,Academies
SCH,879.0,113558.0,St Boniface's RC College,PL5 3AG,131.0,27.5,15.0,80.0,32.0,28.0,21.0,103.0,62.0,52.0,47.0,66.0,59.0,7.0,51.0,78.0,44.0,0.0,38.0,84.0,69.0,15.0,61.0,61.0,947.2,883.0,946.6,978.8,4.0,14.0,54.0,52.0,0.0,37.0,30.0,21.0,61.0,0.0,9.0,41.0,7.0,17.0,910.0,957.7,34.1,Not applicable,,Voluntary Aided School,Plymouth,South West,58.0,4.0,54.0,0.0,30.4,26.88,79.91,79.91,10.35,0.4116,10.6811,0.0,3.33,12.3,81.22,7.050000000000001,52.800000000000004,18.88,68.12,1.05,40.8,24.96,124083.20000000001,25480.0,98643.1,13245.0,75728.0,31321.6,3602.5,28.0,4467.1,LA maintained schools
SCH,879.0,113558.0,St Boniface's RC College,PL5 3AG,131.0,27.5,15.0,80.0,32.0,28.0,21.0,103.0,62.0,52.0,47.0,66.0,59.0,7.0,51.0,78.0,44.0,0.0,38.0,84.0,69.0,15.0,61.0,61.0,947.2,883.0,946.6,978.8,4.0,14.0,54.0,52.0,0.0,37.0,30.0,21.0,61.0,0.0,9.0,41.0,7.0,17.0,910.0,957.7,34.1,Not applicable,,Voluntary Aided School,Plymouth,South West,58.0,4.0,54.0,0.0,30.4,26.88,79.91,79.91,10.35,0.4116,10.6811,0.0,3.33,12.3,81.22,7.050000000000001,52.800000000000004,18.88,68.12,1.05,40.8,24.96,124083.20000000001,25480.0,98643.1,13245.0,75728.0,31321.6,3602.5,28.0,4467.1,LA maintained schools
SCH,879.0,140693.0,St Boniface's RC College,PL5 3AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Plymouth CAST,Academy Sponsor Led,Plymouth,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,879.0,140693.0,St Boniface's RC College,PL5 3AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Plymouth CAST,Academy Sponsor Led,Plymouth,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,879.0,113533.0,Sir John Hunt Community Sports College,PL5 4AA,114.0,25.1,40.0,59.0,12.0,57.0,50.0,57.0,50.0,32.0,28.0,59.0,83.0,18.0,45.0,17.0,28.0,0.0,34.0,92.0,37.0,9.0,37.0,39.0,992.6,1009.7,986.6,965.2,13.0,23.0,19.0,33.0,4.0,24.0,9.0,25.0,40.0,0.0,7.0,50.0,4.0,14.0,991.8,993.4,32.6,-,,Foundation School,Plymouth,South West,32.0,13.0,19.0,0.0,20.060000000000002,11.040000000000001,44.46,42.18,3.33,0.5700000000000001,3.1920000000000006,0.0,1.6800000000000002,4.5,57.0,11.200000000000001,34.809999999999995,9.96,36.480000000000004,7.199999999999999,26.55,2.04,113156.40000000001,56532.6,56623.799999999996,40388.0,58209.4,11582.400000000001,2861.4,57.0,3716.4,LA maintained schools
