,LEA,SCHNAME,PTAC5EM_PTQ,PTEBACC_PTQ,PTAC5EMFSM_PTQ,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ
352,Hounslow (313),Isleworth and Syon School for Boys,0.62,0.33,0.51,0.7,0.71
353,Hounslow (313),Kingsley Academy,0.46,0.2,0.39,0.78,0.74
354,Hounslow (313),Lampton Academy,0.64,0.4,0.46,0.78,0.72
355,Hounslow (313),Reach Academy Feltham,,,,,
356,Hounslow (313),Rivers Academy West London,0.58,0.26,0.54,0.81,0.71
357,Hounslow (313),St Mark's Catholic School,0.86,0.63,0.65,0.92,0.92
358,Kingston upon Thames (314),Chessington Community College,0.62,0.08,0.44,0.78,0.68
359,Kingston upon Thames (314),Coombe Boys' School,0.58,0.22,0.43,0.7,0.8
360,Kingston upon Thames (314),Coombe Girls' School,0.76,0.43,0.51,0.93,0.82
361,Kingston upon Thames (314),The Hollyfield School and Sixth Form Centre,0.58,0.25,0.3,0.64,0.71
362,Kingston upon Thames (314),The Holy Cross School,0.77,0.53,0.54,0.88,0.8
363,Kingston upon Thames (314),Richard Challoner School,0.76,0.55,0.18,0.95,0.91
364,Kingston upon Thames (314),Southborough High School,0.63,0.4,0.39,0.87,0.68
365,Kingston upon Thames (314),The Tiffin Girls' School,1.0,0.89,,1.0,1.0
366,Kingston upon Thames (314),Tiffin School,1.0,0.93,1.0,0.99,0.99
367,Kingston upon Thames (314),Tolworth Girls' School & Sixth Form,0.61,0.32,0.44,0.71,0.65
368,Merton (315),Harris Academy Merton,0.58,0.14,0.44,0.68,0.84
369,Merton (315),Harris Academy Morden,0.56,0.17,0.43,0.75,0.77
370,Merton (315),Raynes Park High School,0.56,0.21,0.35,0.76,0.69
371,Merton (315),Ricards Lodge High School,0.71,0.39,0.53,0.9,0.79
372,Merton (315),Rutlish School,0.7,0.43,0.62,0.9,0.78
373,Merton (315),St Mark's Church of England Academy,0.49,0.11,0.36,0.78,0.6
374,Merton (315),Ursuline High School Wimbledon,0.87,0.61,0.71,0.92,0.94
375,Merton (315),Wimbledon College,0.72,0.36,0.54,0.91,0.8
376,Newham (316),Brampton Manor Academy,0.65,0.42,0.63,0.87,0.73
377,Newham (316),Chobham Academy,,,,,
378,Newham (316),Cumberland School,0.38,0.08,0.36,0.49,0.54
379,Newham (316),East London Science School,,,,,
380,Newham (316),Eastlea Community School,0.39,0.14,0.38,0.56,0.76
381,Newham (316),Forest Gate Community School,0.54,0.19,0.44,0.78,0.81
382,Newham (316),Kingsford Community School,0.59,0.13,0.53,0.76,0.73
383,Newham (316),Langdon Academy,,,,,
384,Newham (316),Lister Community School,0.54,0.22,0.44,0.74,0.68
385,Newham (316),Little Ilford School,0.63,0.3,0.57,0.8,0.87
386,Newham (316),Plashet School,0.7,0.43,0.6,0.89,0.8
387,Newham (316),Rokeby School,0.53,0.14,0.56,0.81,0.83
388,Newham (316),The Royal Docks Community School,0.39,0.11,0.36,0.64,0.63
389,Newham (316),St Angela's Ursuline School,0.69,0.42,0.65,0.83,0.83
390,Newham (316),St Bonaventure's RC School,0.67,0.22,0.49,0.82,0.71
391,Newham (316),Sarah Bonnell School,0.66,0.39,0.58,0.88,0.66
392,Newham (316),School 21,,,,,
393,Newham (316),Stratford School,0.54,0.22,0.44,0.75,0.65
394,Redbridge (317),Beal High School,0.71,0.38,0.58,0.76,0.89
395,Redbridge (317),Caterham High School,0.65,0.29,0.44,0.74,0.78
396,Redbridge (317),Chadwell Heath Academy,0.84,0.31,0.68,0.85,0.9
397,Redbridge (317),Forest Academy,0.39,0.15,0.3,0.76,0.54
398,Redbridge (317),Ilford County High School,0.98,0.73,1.0,0.97,1.0
399,Redbridge (317),Isaac Newton Academy,,,,,
400,Redbridge (317),King Solomon High School,0.67,0.36,0.5,0.8,0.69
401,Redbridge (317),Mayfield School,0.48,0.16,0.43,0.73,0.58
402,Redbridge (317),Oaks Park High School,0.58,0.21,0.42,0.73,0.68
403,Redbridge (317),The Palmer Catholic Academy,0.61,0.19,0.46,0.66,0.83
404,Redbridge (317),Seven Kings High School,0.78,0.41,0.54,0.86,0.83
405,Redbridge (317),Trinity Catholic High School,0.81,0.19,0.65,0.85,0.86
406,Redbridge (317),The Ursuline Academy Ilford,0.87,0.46,0.82,0.9,0.93
407,Redbridge (317),Valentines High School,0.68,0.37,0.55,0.84,0.78
408,Redbridge (317),Wanstead High School,0.62,0.33,0.49,0.75,0.71
409,Redbridge (317),Woodbridge High School,0.64,0.32,0.4,0.75,0.73
410,Redbridge (317),Woodford County High School,0.99,0.94,1.0,0.97,0.99
411,Richmond upon Thames (318),Christ's Church of England Comprehensive Secondary School,0.71,0.43,0.56,0.87,0.76
412,Richmond upon Thames (318),Grey Court School,0.7,0.49,0.46,0.8,0.78
413,Richmond upon Thames (318),Hampton Academy,0.46,0.2,0.19,0.66,0.5
414,Richmond upon Thames (318),Orleans Park School,0.68,0.38,0.49,0.78,0.78
415,Richmond upon Thames (318),Richmond Park Academy,0.46,0.24,0.33,0.61,0.53
416,Richmond upon Thames (318),St Richard Reynolds Catholic High School,,,,,
417,Richmond upon Thames (318),Teddington School,0.68,0.43,0.49,0.75,0.74
418,Richmond upon Thames (318),Twickenham Academy,0.52,0.15,0.4,0.82,0.53
419,Richmond upon Thames (318),Waldegrave School for Girls,0.81,0.63,0.59,0.84,0.88
420,Sutton (319),Carshalton Boys Sports College,0.54,0.18,0.42,0.71,0.65
421,Sutton (319),Carshalton High School for Girls,0.5,0.16,0.38,0.8,0.59
422,Sutton (319),Cheam High School,0.66,0.3,0.43,0.83,0.75
423,Sutton (319),Glenthorne High School,0.75,0.38,0.49,0.84,0.81
424,Sutton (319),Greenshaw High School,0.65,0.37,0.51,0.85,0.67
425,Sutton (319),The John Fisher School,0.73,0.33,0.63,0.78,0.82
426,Sutton (319),Nonsuch High School for Girls,1.0,0.9,1.0,0.98,1.0
427,Sutton (319),Overton Grange School,0.53,0.13,0.32,0.72,0.58
428,Sutton (319),St Philomena's School,0.84,0.61,0.8,0.92,0.84
429,Sutton (319),Stanley Park High School,0.48,0.09,0.26,0.85,0.56
430,Sutton (319),Sutton Grammar School,0.99,0.95,1.0,0.97,0.99
431,Sutton (319),Wallington County Grammar School,1.0,0.76,1.0,0.99,1.0
432,Sutton (319),Wallington High School for Girls,0.98,0.93,1.0,0.97,0.99
433,Sutton (319),Wilson's School,1.0,0.87,1.0,1.0,1.0
434,Waltham Forest (320),Buxton School,0.61,0.21,0.55,0.89,0.7
435,Waltham Forest (320),Chingford Foundation School,0.66,0.37,0.48,0.82,0.67
436,Waltham Forest (320),Connaught School for Girls,0.67,0.4,0.5,0.88,0.74
437,Waltham Forest (320),Frederick Bremer School,0.5,0.19,0.44,0.73,0.67
438,Waltham Forest (320),George Mitchell School,0.48,0.1,0.52,0.87,0.74
439,Waltham Forest (320),Heathcote School & Science College,0.47,0.15,0.36,0.65,0.55
440,Waltham Forest (320),Highams Park School,0.68,0.31,0.55,0.79,0.77
441,Waltham Forest (320),Holy Family Catholic School,0.65,0.18,0.55,0.8,0.68
442,Waltham Forest (320),Kelmscott School,0.51,0.28,0.45,0.82,0.61
443,Waltham Forest (320),Lammas School and Sports College,0.47,0.11,0.36,0.92,0.77
444,Waltham Forest (320),Leytonstone Business and Enterprise Specialist School,0.51,0.22,0.28,0.64,0.61
445,Waltham Forest (320),Norlington School for Boys,0.61,0.25,0.67,0.87,0.74
446,Waltham Forest (320),Rushcroft Foundation School,0.53,0.12,0.49,0.73,0.73
447,Waltham Forest (320),Walthamstow Academy,0.59,0.18,0.53,0.83,0.68
448,Waltham Forest (320),Walthamstow School for Girls,0.75,0.4,0.68,0.92,0.8
449,Waltham Forest (320),Willowfield Humanities College,0.56,0.27,0.48,0.82,0.69
450,Birmingham (330),Al-Hijrah School,0.7,0.33,0.65,0.77,0.84
451,Birmingham (330),Archbishop Ilsley Catholic School,0.59,0.16,0.51,0.72,0.69
452,Birmingham (330),ARK Kings Academy,0.46,0.09,0.39,0.67,0.66
453,Birmingham (330),The Arthur Terry School,0.79,0.37,0.67,0.84,0.77
454,Birmingham (330),Aston Manor Academy,0.48,0.18,0.43,0.78,0.64
455,Birmingham (330),Aston University Engineering Academy,0.52,0.0,0.47,0.5,0.7
456,Birmingham (330),Bartley Green School A Specialist Technology and Sports College,0.55,0.23,0.44,0.85,0.69
457,Birmingham (330),The Baverstock Academy,0.36,0.02,0.29,0.58,0.55
458,Birmingham (330),Birmingham Ormiston Academy,0.65,0.02,0.48,0.68,0.76
459,Birmingham (330),Bishop Challoner Catholic College,0.82,0.29,0.63,0.86,0.82
460,Birmingham (330),Bishop Vesey's Grammar School,0.97,0.78,0.79,0.89,0.98
461,Birmingham (330),Bordesley Green Girls' School & Sixth Form,0.59,0.34,0.56,0.94,0.75
462,Birmingham (330),Bournville School and Sixth Form Centre,0.47,0.21,0.27,0.81,0.49
463,Birmingham (330),Broadway Academy,0.51,0.2,0.44,0.74,0.68
464,Birmingham (330),Cardinal Wiseman Catholic Technology College,0.44,0.24,0.36,0.74,0.55
465,Birmingham (330),Cockshut Hill Technology College,0.36,0.09,0.27,0.5,0.46
466,Birmingham (330),Colmers School and Sixth Form College,0.46,0.12,0.27,0.55,0.56
467,Birmingham (330),Dame Elizabeth Cadbury Technology College,0.52,0.15,0.43,0.71,0.61
468,Birmingham (330),Fairfax,0.62,0.39,0.46,0.67,0.83
469,Birmingham (330),Four Dwellings Academy,0.35,0.12,0.28,0.6,0.47
470,Birmingham (330),Frankley Community High School,0.25,0.03,0.25,0.61,0.55
471,Birmingham (330),George Dixon Academy,0.44,0.19,0.4,0.66,0.72
472,Birmingham (330),Golden Hillock School - A Park View Academy,,,,,
473,Birmingham (330),Great Barr School,0.43,0.08,0.26,0.67,0.48
474,Birmingham (330),Greenwood Academy,0.52,0.09,0.44,0.94,0.66
475,Birmingham (330),Hall Green School,0.63,0.38,0.41,0.82,0.61
476,Birmingham (330),Hamstead Hall Academy,0.46,0.13,0.35,0.55,0.74
477,Birmingham (330),Handsworth Grammar School,0.92,0.46,0.9,0.81,0.89
478,Birmingham (330),Handsworth Wood Girls' Academy,0.52,0.16,0.55,0.78,0.69
479,Birmingham (330),Harborne Academy,0.4,0.07,0.36,0.59,0.67
480,Birmingham (330),Heartlands Academy,0.53,0.23,0.53,0.83,0.82
481,Birmingham (330),Hillcrest School A Specialist Maths and Computing College and Sixth Form Centre,0.42,0.23,0.35,0.61,0.52
482,Birmingham (330),Hodge Hill College,0.5,0.14,0.43,0.72,0.56
483,Birmingham (330),Hodge Hill Girls' School,0.72,0.38,0.66,0.87,0.8
484,Birmingham (330),Holte School,0.6,0.22,0.59,0.88,0.63
485,Birmingham (330),Holy Trinity Catholic Media Arts College,0.44,0.13,0.41,0.63,0.6
486,Birmingham (330),Holyhead School,0.59,0.06,0.57,0.81,0.79
487,Birmingham (330),The International School,0.28,0.02,0.27,0.48,0.54
488,Birmingham (330),John Willmott School,0.5,0.21,0.38,0.7,0.54
489,Birmingham (330),Kajans Hospitality & Catering Studio College - Khcsc,0.0,0.0,,0.0,0.0
490,Birmingham (330),King Edward VI Aston School,0.96,0.0,1.0,0.96,1.0
491,Birmingham (330),King Edward VI Camp Hill School for Boys,1.0,0.0,1.0,0.98,1.0
492,Birmingham (330),King Edward VI Camp Hill School for Girls,1.0,0.96,1.0,1.0,0.99
493,Birmingham (330),King Edward VI Five Ways School,1.0,0.95,1.0,0.97,0.99
494,Birmingham (330),King Edward VI Handsworth School,0.99,0.91,1.0,0.98,0.98
495,Birmingham (330),King Edward VI Sheldon Heath Academy,0.5,0.33,0.45,0.61,0.74
496,Birmingham (330),Kings Heath Boys Mathematics and Computing College,0.51,0.08,0.44,0.7,0.62
497,Birmingham (330),King's Norton Boys' School,0.66,0.33,0.35,0.69,0.7
498,Birmingham (330),Kings Norton Girls' School,0.81,0.35,0.74,0.92,0.76
499,Birmingham (330),Kingsbury School and Sports College,0.36,0.05,0.32,0.59,0.55
500,Birmingham (330),Lordswood Boys' School,0.1,0.03,0.07,0.25,0.43
501,Birmingham (330),Lordswood Girls' School and Sixth Form Centre,0.75,0.4,0.62,0.81,0.75
502,Birmingham (330),Moseley School,0.52,0.11,0.52,0.84,0.56
503,Birmingham (330),"Ninestiles School, an Academy",0.57,0.32,0.45,0.85,0.58
504,Birmingham (330),Nishkam High School,,,,,
505,Birmingham (330),North Birmingham Academy,0.26,0.13,0.25,0.61,0.35
506,Birmingham (330),Park View School the Academy of Mathematics and Science,0.65,0.24,0.62,0.82,0.82
507,Birmingham (330),Perry Beeches II The Free School,,,,,
508,Birmingham (330),Perry Beeches III the Free School,,,,,
509,Birmingham (330),Perry Beeches the Academy,0.77,0.3,0.73,0.94,0.8
510,Birmingham (330),Plantsbrook School,0.7,0.35,0.5,0.74,0.75
511,Birmingham (330),Queensbridge School,0.61,0.25,0.49,0.86,0.69
512,Birmingham (330),St Alban's Academy,0.65,0.34,0.65,0.93,0.87
513,Birmingham (330),St Edmund Campion Catholic School & Sixth Form Centre,0.46,0.11,0.34,0.79,0.61
514,Birmingham (330),St John Wall Catholic School - A Specialist Humanities College,0.23,0.14,0.24,0.35,0.48
515,Birmingham (330),St Paul's School for Girls,0.8,0.41,0.7,0.88,0.83
516,Birmingham (330),St Thomas Aquinas Catholic School,0.67,0.29,0.54,0.83,0.72
517,Birmingham (330),Saltley School and Specialist Science College,0.42,0.16,0.41,0.63,0.58
518,Birmingham (330),Selly Park Technology College for Girls,0.78,0.31,0.75,0.95,0.81
519,Birmingham (330),Shenley Academy,0.44,0.09,0.33,0.78,0.49
520,Birmingham (330),Small Heath School,0.51,0.23,0.48,0.69,0.56
521,Birmingham (330),Starbank School,,,,,
522,Birmingham (330),Stockland Green School,0.43,0.1,0.38,0.78,0.49
523,Birmingham (330),Sutton Coldfield Grammar School for Girls,0.99,0.7,1.0,0.95,0.98
524,Birmingham (330),Swanshurst School,0.54,0.31,0.44,0.71,0.68
525,Birmingham (330),Turves Green Boys' School,0.35,0.1,0.19,0.65,0.52
526,Birmingham (330),Turves Green Girls' School and Technology College,0.61,0.19,0.53,0.77,0.66
527,Birmingham (330),Washwood Heath Academy,0.5,0.05,0.48,0.83,0.52
528,Birmingham (330),Waverley School,0.55,0.21,0.53,0.85,0.64
529,Birmingham (330),Waverley Studio College,,,,,
530,Birmingham (330),Wheelers Lane Technology College,0.68,0.21,0.5,0.96,0.71
531,Birmingham (330),Yardleys School,0.57,0.13,0.49,0.7,0.7
532,Coventry (331),Barr's Hill School and Community College,0.32,0.08,0.31,0.51,0.48
533,Coventry (331),Bishop Ullathorne Catholic School,0.67,0.42,0.51,0.89,0.77
534,Coventry (331),Blue Coat Church of England School and Music College,0.76,0.43,0.63,0.8,0.89
535,Coventry (331),Caludon Castle School,0.55,0.18,0.33,0.71,0.55
536,Coventry (331),Cardinal Newman Catholic School A Specialist Arts and Community College,0.36,0.18,0.22,0.83,0.28
537,Coventry (331),Cardinal Wiseman Catholic School and Language College,0.45,0.21,0.29,0.64,0.62
538,Coventry (331),Coundon Court,0.63,0.17,0.43,0.85,0.68
539,Coventry (331),Ernesford Grange Community Academy,,,,,
540,Coventry (331),Finham Park School,0.67,0.32,0.39,0.78,0.75
541,Coventry (331),Foxford School and Community Arts College,0.29,0.05,0.18,0.57,0.36
542,Coventry (331),Grace Academy Coventry,0.38,0.08,0.22,0.67,0.36
543,Coventry (331),Lyng Hall School,0.45,0.05,0.36,0.77,0.52
544,Coventry (331),Sidney Stringer Academy,0.65,0.35,0.57,0.88,0.76
545,Coventry (331),Stoke Park School and Community Technology College,0.51,0.05,0.37,0.67,0.48
546,Coventry (331),Tile Hill Wood School and Language College,0.59,0.24,0.27,0.79,0.66
547,Coventry (331),The Westwood Academy,0.48,0.03,0.34,0.74,0.51
548,Coventry (331),Whitley Academy,0.52,0.15,0.36,0.84,0.62
549,Coventry (331),Woodlands Academy,0.5,0.14,0.3,0.71,0.6
550,Dudley (332),Bishop Milner Catholic College,0.66,0.11,0.45,0.81,0.64
551,Dudley (332),Castle High School and Visual Arts College,0.45,0.08,0.25,0.6,0.61
552,Dudley (332),The Coseley School,0.36,0.13,0.3,0.61,0.59
553,Dudley (332),The Crestwood School,0.5,0.14,0.44,0.86,0.68
554,Dudley (332),The Dormston School,0.48,0.2,0.21,0.57,0.6
555,Dudley (332),The Earls High School,0.63,0.2,0.39,0.66,0.76
556,Dudley (332),Ellowes Hall Sports College,0.69,0.32,0.46,0.94,0.76
557,Dudley (332),The High Arcal School,0.46,0.09,0.34,0.69,0.62
558,Dudley (332),The Hillcrest School and Community College,0.46,0.15,0.38,0.79,0.5
559,Dudley (332),The Holly Hall Academy,0.33,0.14,0.22,0.58,0.25
560,Dudley (332),The Kingswinford School & Science College,0.55,0.08,0.17,0.74,0.53
561,Dudley (332),Leasowes High School,0.42,0.19,0.21,0.6,0.6
562,Dudley (332),Old Swinford Hospital,0.76,0.31,,0.83,0.85
563,Dudley (332),Pedmore Technology College and Community School,0.57,0.17,0.44,0.75,0.78
564,Dudley (332),Redhill School and Specialist Language College,0.7,0.42,0.38,0.8,0.78
565,Dudley (332),Ridgewood High School,0.62,0.12,0.29,0.71,0.68
566,Dudley (332),Summerhill School,0.68,0.38,0.38,0.61,0.88
567,Dudley (332),Thorns Community College,0.41,0.21,0.23,0.51,0.54
568,Dudley (332),Windsor High School and Sixth Form,0.69,0.18,0.47,0.91,0.63
569,Dudley (332),The Wordsley School Business & Enterprise & Music College,0.5,0.06,0.37,0.63,0.72
570,Sandwell (333),The ACE Academy,0.35,0.08,0.19,0.48,0.45
571,Sandwell (333),Bristnall Hall Academy,0.4,0.2,0.33,0.65,0.57
572,Sandwell (333),George Salter Academy,0.66,0.22,0.58,0.93,0.72
573,Sandwell (333),Holly Lodge Foundation High School College of Science,0.39,0.13,0.28,0.69,0.45
574,Sandwell (333),Oldbury Academy,0.51,0.07,0.37,0.74,0.68
575,Sandwell (333),Ormiston Forge Academy,0.48,0.16,0.38,0.75,0.51
576,Sandwell (333),Ormiston Sandwell Community Academy,0.47,0.03,0.27,0.55,0.49
577,Sandwell (333),Perryfields High School Specialist Maths and Computing College,0.6,0.33,0.43,0.66,0.72
578,Sandwell (333),The Phoenix Collegiate,0.56,0.15,0.38,0.75,0.6
579,Sandwell (333),Q3 Academy,0.75,0.11,0.69,0.76,0.8
580,Sandwell (333),RSA Academy,0.54,0.12,0.34,0.85,0.58
581,Sandwell (333),St Michael's CE High School,0.51,0.08,0.32,0.83,0.55
582,Sandwell (333),Sandwell Academy,0.6,0.23,0.45,0.66,0.64
583,Sandwell (333),Shireland Collegiate Academy,0.51,0.06,0.5,0.86,0.71
584,Sandwell (333),Stuart Bathurst Catholic High School College of Performing Arts,0.57,0.13,0.46,0.7,0.69
585,Sandwell (333),Wodensborough Ormiston Academy,,,,,
586,Sandwell (333),Wood Green Academy,0.58,0.23,0.46,0.81,0.66
587,Solihull (334),Alderbrook School,0.76,0.43,0.55,0.76,0.85
588,Solihull (334),Arden,0.83,0.41,0.5,0.89,0.88
589,Solihull (334),CTC Kingshurst Academy,0.46,0.16,0.4,0.6,0.5
590,Solihull (334),Grace Academy Solihull,0.34,0.15,0.24,0.69,0.35
591,Solihull (334),Heart of England School,0.7,0.39,0.27,0.83,0.73
592,Solihull (334),John Henry Newman Catholic College,0.47,0.24,0.32,0.62,0.61
593,Solihull (334),"Langley School, Specialist College for the Performing Arts, Languages and Training",0.65,0.45,0.36,0.74,0.79
594,Solihull (334),Light Hall School,0.74,0.22,0.59,0.83,0.8
595,Solihull (334),Lode Heath School,0.66,0.34,0.56,0.78,0.75
596,Solihull (334),Lyndon School,0.44,0.13,0.25,0.61,0.47
597,Solihull (334),Park Hall Academy,0.34,0.1,0.22,0.48,0.32
598,Solihull (334),St Peter's Catholic School and Specialist Science College,0.77,0.38,0.64,0.8,0.78
599,Solihull (334),Smith's Wood Sports College,0.34,0.12,0.26,0.58,0.4
600,Solihull (334),Tudor Grange Academy,0.91,0.48,0.6,0.89,0.91
601,Walsall (335),Aldridge School - A Science College,0.56,0.37,0.38,0.59,0.56
602,Walsall (335),Barr Beacon School,0.58,0.33,0.41,0.73,0.72
603,Walsall (335),Black Country UTC,0.21,0.05,,0.47,0.47
604,Walsall (335),"Blue Coat Church of England Academy, Walsall",0.48,0.19,0.41,0.64,0.61
605,Walsall (335),Brownhills School,0.43,0.0,0.34,0.79,0.3
606,Walsall (335),Grace Academy Darlaston,0.38,0.03,0.24,0.69,0.5
607,Walsall (335),Joseph Leckie Academy,0.42,0.05,0.36,0.61,0.65
608,Walsall (335),The Mirus Academy,0.17,0.01,0.11,0.21,0.17
609,Walsall (335),Pool Hayes Arts and Community School,0.38,0.04,0.24,0.41,0.54
610,Walsall (335),Queen Mary's Grammar School,0.99,0.91,,0.94,0.99
611,Walsall (335),Queen Mary's High School,0.92,0.74,0.69,0.83,0.97
612,Walsall (335),St Francis of Assisi Catholic Technology College,0.55,0.13,0.38,0.88,0.5
613,Walsall (335),"St Thomas More Catholic School, Willenhall",0.52,0.13,0.35,0.62,0.57
614,Walsall (335),Shelfield Community Academy,0.4,0.02,0.33,0.54,0.52
615,Walsall (335),Shire Oak Academy,0.48,0.28,0.3,0.63,0.51
616,Walsall (335),The Streetly Academy,0.59,0.26,0.37,0.81,0.67
617,Walsall (335),Walsall Academy,0.68,0.4,0.55,0.72,0.66
618,Walsall (335),Walsall Studio School,,,,,
619,Walsall (335),West Walsall E-ACT Academy,0.39,0.11,0.33,0.63,0.48
620,Walsall (335),Willenhall E-ACT Academy,0.39,0.11,0.26,0.56,0.56
621,Wolverhampton (336),Aldersley High School,0.32,0.15,0.27,0.66,0.57
622,Wolverhampton (336),Colton Hills Community School,0.45,0.26,0.32,0.61,0.64
623,Wolverhampton (336),Coppice Performing Arts School,0.52,0.09,0.35,0.77,0.62
624,Wolverhampton (336),"Deansfield Community School, Specialists In Media Arts",0.45,0.07,0.38,0.84,0.52
625,Wolverhampton (336),Heath Park,0.6,0.02,0.45,0.8,0.68
626,Wolverhampton (336),Highfields School,0.64,0.23,0.5,0.89,0.68
627,Wolverhampton (336),The King's Church of England School,0.4,0.18,0.38,0.41,0.62
628,Wolverhampton (336),Moreton Community School,0.38,0.11,0.31,0.74,0.47
629,Wolverhampton (336),Moseley Park,0.76,0.02,0.68,0.96,0.79
630,Wolverhampton (336),North East Wolverhampton Academy,0.35,0.08,0.34,0.47,0.51
631,Wolverhampton (336),Our Lady and St Chad Catholic Sports College,0.52,0.22,0.4,0.63,0.59
632,Wolverhampton (336),"St Edmunds Catholic School, A Specialist Mathematics & Computing College",0.49,0.21,0.36,0.64,0.68
633,Wolverhampton (336),St Peter's Collegiate Church of England School,0.0,0.0,0.0,0.01,0.71
634,Wolverhampton (336),"Smestow School, A Specialist Sports College",0.59,0.24,0.43,0.64,0.69
635,Wolverhampton (336),South Wolverhampton and Bilston Academy,0.18,0.05,0.15,0.45,0.44
636,Wolverhampton (336),"Wednesfield High School, A Specialist Engineering College",0.4,0.02,0.2,0.6,0.42
637,Wolverhampton (336),Wolverhampton Girls' High School,1.0,0.91,1.0,0.98,0.98
638,Knowsley (340),All Saints Catholic High School,0.33,0.01,0.25,0.49,0.46
